INFO_SATNAME,INFO_NORAD_NUMBER,INFO_OBJECT_TYPE,INFO_TYPE_OF_ORBIT,INFO_COUNTRY,INFO_CLASS_OF_ORBIT,PERIOD,INCLINATION,APOGEE,PERIGEE,LAUNCH_YEAR,CURRENT,EXPECTED_LIFETIME_YRS,LAUNCH_MASS_KG,TIME_IN_ORBIT,COUNTRY_GROUPED_CIS,COUNTRY_GROUPED_PRC,COUNTRY_GROUPED_REST,COUNTRY_GROUPED_UK,COUNTRY_GROUPED_US,PURPOSE_COMMUNICATIONS,PURPOSE_EARTH_OBSERVATION,PURPOSE_OTHER,PURPOSE_TECHNOLOGY_DEVELOPMENT,RCS_SIZE_ENC,CLASS_OF_ORBIT_ENC
APRIZESAT 4,35684,PAYLOAD,Sun-Synchronous,US,LEO,0.0072701132388687945,0.996144089294774,0.01399572352892172,0.012817636169854716,0.3913043478260789,1.0,1.0,0.0016291951775822744,0.6177962194559705,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0
STARLINK-3805,52377,PAYLOAD,Non-Polar Inclined,US,LEO,0.006032489476492556,0.5398274987316082,0.010968870622865235,0.011387221630111629,0.956521739130423,1.0,0.15384615384615385,0.04203323558162268,0.08102812355924388,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
STARLINK-3605,51805,PAYLOAD,Non-Polar Inclined,US,LEO,0.006032489476492556,0.5398274987316082,0.010968870622865235,0.011387221630111629,0.956521739130423,1.0,0.15384615384615385,0.04203323558162268,0.08828953434762563,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
ONEWEB-0150,48047,PAYLOAD,Polar,UK,LEO,0.01654858599632418,0.8917300862506342,0.029574296742661963,0.030150894710270937,0.9130434782608603,1.0,0.23076923076923078,0.023786249592701206,0.12713231904103273,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
GALILEO 18 (26E),41862,PAYLOAD,Non-Polar Inclined,ESA,MEO,0.5613031363016541,0.5603247082699137,0.6412207381078003,0.6471644135300387,0.6956521739130324,1.0,0.7692307692307693,0.11746497230368198,0.3102812355924389,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333
TERRA SAR X,31698,PAYLOAD,Sun-Synchronous,GER,LEO,0.005550779628861094,0.9885337392186706,0.010108022548665685,0.010489706624782633,0.30434782608695343,1.0,0.23076923076923078,0.2000651678071033,0.7071230982019363,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
STARLINK-1956,47557,PAYLOAD,Non-Polar Inclined,US,LEO,0.0009485978537973477,0.5378995433789954,0.0017216961483991003,0.0018791720424075845,0.9130434782608603,0.0,0.15384615384615385,0.04203323558162268,0.10627017058552327,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
BEIDOU 3 IGSO-1,44204,PAYLOAD,,PRC,GEO,0.9996887413292227,0.589345509893455,0.992252367332204,0.9975879284231784,0.8260869565217348,1.0,0.46153846153846156,0.13000977517106552,0.20839096357768555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666
STARLINK-2135,47408,PAYLOAD,Non-Polar Inclined,US,LEO,0.006143653287484438,0.5382039573820395,0.011191024964594152,0.011583553037527347,0.9130434782608603,1.0,0.15384615384615385,0.04203323558162268,0.13450899031811894,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
BD-18,40748,PAYLOAD,Non-Polar Inclined,PRC,MEO,0.5083446967451236,0.5603247082699137,0.5943739412957152,0.5994558815280193,0.6521739130434696,1.0,0.46153846153846156,0.13000977517106552,0.36572153065929,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333
